"Symbol","Name","LastSale","MarketCap","ADR TSO","IPOyear","Sector","Industry","Summary Quote",
"ANTH","Anthera Pharmaceuticals, Inc.","10.51","376429985.64","n/a","2010","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/anth",
"ABAC","Aoxin Tianli Group, Inc.","1.0999","36497981.7","n/a","n/a","Consumer Non-Durables","Farming/Seeds/Milling","http://www.nasdaq.com/symbol/abac",
"ATNY","API Technologies Corp.","2.4","133024920","n/a","n/a","Technology","Semiconductors","http://www.nasdaq.com/symbol/atny",
"APIC","Apigee Corporation","7.85","230475638.9","n/a","2015","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/apic",
"APOG","Apogee Enterprises, Inc.","54.35","1588875509","n/a","n/a","Capital Goods","Auto Parts:O.E.M.","http://www.nasdaq.com/symbol/apog",
"APOL","Apollo Education Group, Inc.","13.29","1431521372.46","n/a","1994","Consumer Services","Other Consumer Services","http://www.nasdaq.com/symbol/apol",
"AINV","Apollo Investment Corporation","6.86","1624045667.86","n/a","2004","n/a","n/a","http://www.nasdaq.com/symbol/ainv",
"APPF","AppFolio, Inc.","14.8","478393868","n/a","2015","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/appf",
"AAPL","Apple Inc.","122.37","697842091140","n/a","1980","Technology","Computer Manufacturing","http://www.nasdaq.com/symbol/aapl",
"ARCI","Appliance Recycling Centers of America, Inc.","1.57","9107284.26","n/a","n/a","Consumer Services","Home Furnishings","http://www.nasdaq.com/symbol/arci",
"APDN","Applied DNA Sciences Inc","2.6232","56325880.2864","n/a","n/a","Consumer Services","Other Consumer Services","http://www.nasdaq.com/symbol/apdn",
"APDNW","Applied DNA Sciences Inc","1.15","0","n/a","n/a","Consumer Services","Other Consumer Services","http://www.nasdaq.com/symbol/apdnw",
"AGTC","Applied Genetic Technologies Corporation","18.16","299197876.64","n/a","2014","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","http://www.nasdaq.com/symbol/agtc",
"AMAT","Applied Materials, Inc.","17.57","21639181744.46","n/a","1972","Technology","Semiconductors","http://www.nasdaq.com/symbol/amat",
"AMCC","Applied Micro Circuits Corporation","5.81","470438680.53","n/a","1997","Technology","Semiconductors","http://www.nasdaq.com/symbol/amcc",
"AAOI","Applied Optoelectronics, Inc.","18.56","277345309.44","n/a","2013","Technology","Semiconductors","http://www.nasdaq.com/symbol/aaoi",
"AREX","Approach Resources Inc.","4.09","165891295.71","n/a","2007","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/arex",
"APRI","Apricus Biosciences, Inc","1.43","72092707.83","n/a","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/apri",
"APTO","Aptose Biosciences, Inc.","4.41","52621063.74","n/a","n/a","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","http://www.nasdaq.com/symbol/apto",
"AQMS","Aqua Metals, Inc.","n/a","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/aqms",
"AQXP","Aquinox Pharmaceuticals, Inc.","1.64","17585929.92","n/a","2014","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/aqxp",
"AUMA","AR Capital Acquisition Corp.","9.825","294750000","n/a","2014","Finance","Business Services","http://www.nasdaq.com/symbol/auma",
"AUMAU","AR Capital Acquisition Corp.","9.98","0","n/a","2014","Finance","Business Services","http://www.nasdaq.com/symbol/aumau",
"AUMAW","AR Capital Acquisition Corp.","0.34","0","n/a","2014","Finance","Business Services","http://www.nasdaq.com/symbol/aumaw",
"ARDM","Aradigm Corporation","7.43","109579044.27","n/a","1996","Health Care","Biotechnology: Electromedical & Electrotherapeutic Apparatus","http://www.nasdaq.com/symbol/ardm",
"PETX","Aratana Therapeutics, Inc.","17.81","621742415.97","n/a","2013","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/petx",
"ARCW","ARC Group Worldwide, Inc.","4.04","74861688.84","n/a","n/a","Capital Goods","Metal Fabrications","http://www.nasdaq.com/symbol/arcw",
"ABIO","ARCA biopharma, Inc.","1.185","74915688.15","n/a","n/a","Health Care","Biotechnology: In Vitro & In Vivo Diagnostic Substances","http://www.nasdaq.com/symbol/abio",
"RKDA","Arcadia Biosciences, Inc.","4.38","190887819.72","n/a","2015","Basic Industries","Agricultural Chemicals","http://www.nasdaq.com/symbol/rkda",
"ARCB","ArcBest Corporation","32.42","843144832.7","n/a","n/a","Transportation","Trucking Freight/Courier Services","http://www.nasdaq.com/symbol/arcb",
"ACGL","Arch Capital Group Ltd.","72.06","8937660384.78","n/a","n/a","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/acgl",
"ACAT","Arctic Cat Inc.","28.55","369797215.35","n/a","1990","Capital Goods","Industrial Specialties","http://www.nasdaq.com/symbol/acat",
"ARDX","Ardelyx, Inc.","18.88","489209818.56","n/a","2014","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/ardx",
"ARNA","Arena Pharmaceuticals, Inc.","3.97","960898156.86","n/a","2000","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/arna",
"ARCC","Ares Capital Corporation","16.13","5072379889.05","n/a","2004","n/a","n/a","http://www.nasdaq.com/symbol/arcc",
"AGII","Argo Group International Holdings, Ltd.","56.34","1573729388.46","n/a","n/a","Finance","Specialty Insurers","http://www.nasdaq.com/symbol/agii",
"AGIIL","Argo Group International Holdings, Ltd.","25.32","0","n/a","n/a","Finance","Specialty Insurers","http://www.nasdaq.com/symbol/agiil",
"ARGS","Argos Therapeutics, Inc.","6.18","127856796.36","n/a","2014","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/args",
"ARIS","ARI Network Services, Inc.","3.19","53939885.45","n/a","1991","Technology","Computer Software: Programming, Data Processing","http://www.nasdaq.com/symbol/aris",
"ARIA","ARIAD Pharmaceuticals, Inc.","7.85","1481082633.95","n/a","1994","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","http://www.nasdaq.com/symbol/aria",
"ARKR","Ark Restaurants Corp.","24.999","84847305.972","n/a","n/a","Consumer Services","Restaurants","http://www.nasdaq.com/symbol/arkr",
"ARMH","ARM Holdings plc","47.6","6181806383.2","129869882","n/a","Technology","Semiconductors","http://www.nasdaq.com/symbol/armh",
"ARTX","Arotech Corporation","2.21","54526373.07","n/a","1994","Miscellaneous","Industrial Machinery/Components","http://www.nasdaq.com/symbol/artx",
"ARWA","Arowana Inc.","9.83","106743970","n/a","2015","Finance","Business Services","http://www.nasdaq.com/symbol/arwa",
"ARWAR","Arowana Inc.","0.25","0","n/a","2015","Finance","Business Services","http://www.nasdaq.com/symbol/arwar",
"ARWAU","Arowana Inc.","10.13","0","n/a","2015","Finance","Business Services","http://www.nasdaq.com/symbol/arwau",
"ARWAW","Arowana Inc.","0.1284","0","n/a","2015","Finance","Business Services","http://www.nasdaq.com/symbol/arwaw",
"ARQL","ArQule, Inc.","1.63","102395281.33","n/a","1996","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/arql",
"ARRY","Array BioPharma Inc.","5.75","811106741.5","n/a","2000","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/arry",
"ARRS","ARRIS Group, Inc.","30.48","4443836690.16","n/a","n/a","Technology","Radio And Television Broadcasting And Communications Equipment","http://www.nasdaq.com/symbol/arrs",
"DWAT","Arrow DWA Tactical ETF","10.52","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/dwat",
"AROW","Arrow Financial Corporation","27.56","348266432.28","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/arow",
"ARWR","Arrowhead Research Corporation","6.1","362940008.2","n/a","n/a","Health Care","Biotechnology: Commercial Physical & Biological Resarch","http://www.nasdaq.com/symbol/arwr",
"ARTNA","Artesian Resources Corporation","21.5","191809433.5","n/a","n/a","Public Utilities","Water Supply","http://www.nasdaq.com/symbol/artna",
"ARTW","Art&#39;s-Way Manufacturing Co., Inc.","4.62","18762060.24","n/a","n/a","Capital Goods","Industrial Machinery/Components","http://www.nasdaq.com/symbol/artw",
"ASBB","ASB Bancorp, Inc.","22.78","99740202.58","n/a","2011","Finance","Savings Institutions","http://www.nasdaq.com/symbol/asbb",
"ASNA","Ascena Retail Group, Inc.","12.25","1996630991.25","n/a","n/a","Consumer Services","Clothing/Shoe/Accessory Stores","http://www.nasdaq.com/symbol/asna",
"ASND","Ascendis Pharma A/S","20.87","144003000","6900000","2015","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/asnd",
"ASCMA","Ascent Capital Group, Inc.","39.44","524882152.24","n/a","n/a","Consumer Services","Other Consumer Services","http://www.nasdaq.com/symbol/ascma",
"ASTI","Ascent Solar Technologies, Inc.","0.255","8546138.34","n/a","n/a","Technology","Semiconductors","http://www.nasdaq.com/symbol/asti",
"APWC","Asia Pacific Wire & Cable Corporation Limited","2.25","31094255.25","n/a","n/a","Basic Industries","Telecommunications Equipment","http://www.nasdaq.com/symbol/apwc",
"ASMI","ASM International N.V.","45.2701","109834407.1602","2426202","n/a","Technology","Industrial Machinery/Components","http://www.nasdaq.com/symbol/asmi",
"ASML","ASML Holding N.V.","99.09","7705991979.45","77767605","1995","Technology","Industrial Machinery/Components","http://www.nasdaq.com/symbol/asml",
"AZPN","Aspen Technology, Inc.","44.88","3832035356.16","n/a","1994","Technology","EDP Services","http://www.nasdaq.com/symbol/azpn",
"ASMB","Assembly Biosciences, Inc.","15.06","258687216.36","n/a","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/asmb",
"ASFI","Asta Funding, Inc.","8.2299","107489398.8861","n/a","1995","Finance","Finance Companies","http://www.nasdaq.com/symbol/asfi",
"ASTE","Astec Industries, Inc.","38.97","895632272.73","n/a","1986","Capital Goods","Construction/Ag Equipment/Trucks","http://www.nasdaq.com/symbol/aste",
"ALOT","Astro-Med, Inc.","14.05","102666932.75","n/a","1983","Technology","Computer peripheral equipment","http://www.nasdaq.com/symbol/alot",
"ATRO","Astronics Corporation","61.43","1053492249.25","n/a","n/a","Capital Goods","Military/Government/Technical","http://www.nasdaq.com/symbol/atro",
"ASTC","Astrotech Corporation","2.69","57270807.47","n/a","n/a","Capital Goods","Military/Government/Technical","http://www.nasdaq.com/symbol/astc",
"ASUR","Asure Software Inc","5.88","35628660.48","n/a","n/a","Technology","EDP Services","http://www.nasdaq.com/symbol/asur",
"ATAI","ATA Inc.","3.44","43029621.84","12508611","2008","Consumer Services","Other Consumer Services","http://www.nasdaq.com/symbol/atai",
"ATRA","Atara Biotherapeutics, Inc.","55.62","1355132076.3","n/a","2014","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","http://www.nasdaq.com/symbol/atra",
"ATHN","athenahealth, Inc.","139.1","5374571255.3","n/a","2007","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/athn",
"AFCB","Athens Bancshares Corporation","26.94","48403124.94","n/a","2010","Finance","Savings Institutions","http://www.nasdaq.com/symbol/afcb",
"ATHX","Athersys, Inc.","1.07","88683382.62","n/a","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/athx",
"AAPC","Atlantic Alliance Partnership Corp.","10.15","105436301.95","n/a","2015","Finance","Business Services","http://www.nasdaq.com/symbol/aapc",
"AAME","Atlantic American Corporation","3.7","76111342.1","n/a","n/a","Finance","Life Insurance","http://www.nasdaq.com/symbol/aame",
"ACFC","Atlantic Coast Financial Corporation","4.46","69170412.06","n/a","n/a","Finance","Savings Institutions","http://www.nasdaq.com/symbol/acfc",
"ATNI","Atlantic Tele-Network, Inc.","69.6","1116375508.8","n/a","n/a","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/atni",
"ATLC","Atlanticus Holdings Corporation","3.9","59906780.7","n/a","1995","Finance","Finance: Consumer Services","http://www.nasdaq.com/symbol/atlc",
"AAWW","Atlas Air Worldwide Holdings","48.66","1216691866.38","n/a","n/a","Transportation","Transportation Services","http://www.nasdaq.com/symbol/aaww",
"AFH","Atlas Financial Holdings, Inc.","18.27","218856202.11","n/a","2013","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/afh",
"ATML","Atmel Corporation","8.42","3514325286","n/a","1991","Technology","Semiconductors","http://www.nasdaq.com/symbol/atml",
"ATOS","Atossa Genetics Inc.","0.99","26945084.43","n/a","2012","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/atos",
"ATRC","AtriCure, Inc.","26.57","753798817.86","n/a","2005","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/atrc",
"ATRI","ATRION Corporation","404.78","753980062.98","n/a","n/a","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/atri",
"ATRM","ATRM Holdings, Inc.","3.79","4496732.67","n/a","1993","Capital Goods","Electrical Products","http://www.nasdaq.com/symbol/atrm",
"ATTU","Attunity Ltd.","14.5","235274462.5","n/a","n/a","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/attu",
"LIFE","aTyr Pharma, Inc.","18.14","428730392.34","n/a","2015","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","http://www.nasdaq.com/symbol/life",
"AUBN","Auburn National Bancorporation, Inc.","26.35","96003669.05","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/aubn",
"AUDC","AudioCodes Ltd.","2.88","119871031.68","n/a","1999","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/audc",
"AUPH","Aurinia Pharmaceuticals Inc","3.72","120034798.68","n/a","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/auph",
"EARS","Auris Medical Holding AG","5.11","175241783.01","n/a","2014","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/ears",
"ADAT","Authentidate Holding Corp.","0.13","5455335.34","n/a","n/a","Technology","EDP Services","http://www.nasdaq.com/symbol/adat",
"ABTL","Autobytel Inc.","14.97","156899043.06","n/a","1999","Technology","Computer Software: Programming, Data Processing","http://www.nasdaq.com/symbol/abtl",
"ADSK","Autodesk, Inc.","50.6","11519202989.8","n/a","n/a","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/adsk",
"ADP","Automatic Data Processing, Inc.","80.13","37622960523.9","n/a","n/a","Technology","EDP Services","http://www.nasdaq.com/symbol/adp",
"AVGO","Avago Technologies Limited","127.65","33154496205","n/a","2009","Technology","Semiconductors","http://www.nasdaq.com/symbol/avgo",
"AAVL","Avalanche Biotechnologies, Inc.","14.28","364553006.16","n/a","2014","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","http://www.nasdaq.com/symbol/aavl",
"AVNU","Avenue Financial Holdings, Inc.","13.24","135409981.6","n/a","2015","Finance","Major Banks","http://www.nasdaq.com/symbol/avnu",
"AVEO","AVEO Pharmaceuticals, Inc.","1.38","75997092.66","n/a","2010","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/aveo",
"AVNW","Aviat Networks, Inc.","1.11","69276867.12","n/a","n/a","Technology","Radio And Television Broadcasting And Communications Equipment","http://www.nasdaq.com/symbol/avnw",
"AVID","Avid Technology, Inc.","11.88","470143693.8","n/a","1993","Miscellaneous","Industrial Machinery/Components","http://www.nasdaq.com/symbol/avid",
"AVGR","Avinger, Inc.","15.21","186172894.44","n/a","2015","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/avgr",
"CAR","Avis Budget Group, Inc.","42.89","4538644719.09","n/a","n/a","Consumer Services","Rental/Leasing Companies","http://www.nasdaq.com/symbol/car",
"AWRE","Aware, Inc.","3.38","77503065.38","n/a","1996","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/awre",
"ACLS","Axcelis Technologies, Inc.","2.93","332638513.79","n/a","2000","Technology","Industrial Machinery/Components","http://www.nasdaq.com/symbol/acls",
"AXPW","Axion Power International, Inc.","1.7601","135003.1902","n/a","n/a","Miscellaneous","Industrial Machinery/Components","http://www.nasdaq.com/symbol/axpw",
"AXPWW","Axion Power International, Inc.","1.47","0","n/a","n/a","Miscellaneous","Industrial Machinery/Components","http://www.nasdaq.com/symbol/axpww",
"AXGN","AxoGen, Inc.","3.48","86742528.72","n/a","n/a","Health Care","Biotechnology: Electromedical & Electrotherapeutic Apparatus","http://www.nasdaq.com/symbol/axgn",
"AXTI","AXT Inc","2.38","77733213.32","n/a","1998","Technology","Semiconductors","http://www.nasdaq.com/symbol/axti",
"BCOM","B Communications Ltd.","18.6","556140000","n/a","n/a","Consumer Services","Telecommunications Equipment","http://www.nasdaq.com/symbol/bcom",
"RILY","B. Riley Financial, Inc.","9.5","154868430","n/a","n/a","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/rily",
"BOSC","B.O.S. Better Online Solutions","2.2299","4093398.4413","n/a","n/a","Technology","Computer Communications Equipment","http://www.nasdaq.com/symbol/bosc",
"BEAV","B/E Aerospace, Inc.","47.93","5088464101.56","n/a","1990","Consumer Durables","Industrial Specialties","http://www.nasdaq.com/symbol/beav",
